Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Verify that postcode field is enable or not,RN-98,10154,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 5:40 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-97,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000x3:,,RN Sprint 1,,,,,,,,Done
Verify the city field is accepting character length from 2 to 128,RN-97,10153,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:53 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-96,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000wv:,,RN Sprint 1,,,,,,,,Done
Verify the city field is not accepting only blank spaces,RN-96,10152,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:45 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-95,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000wn:,,RN Sprint 1,,,,,,,,Done
Verify that proper error message is coming when the first city input field is blank,RN-95,10151,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:40 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-94,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000wf:,,RN Sprint 1,,,,,,,,Done
Verify the city field with special characters,RN-94,10150,Test,Blocked,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:38 PM,08/Sep/21 1:32 PM,08/Sep/21 1:32 PM,,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-93,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000w7:,,RN Sprint 1,,,,,,,,In Progress
Verify the city field with alphanumeric characters,RN-93,10149,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:36 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-92,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000vz:,,RN Sprint 1,,,,,,,,Done
Verify the city field with null value,RN-92,10148,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:31 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-91,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000vr:,,RN Sprint 1,,,,,,,,Done
Verify the city field is enable or not,RN-91,10147,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:29 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-90,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000vj:,,RN Sprint 1,,,,,,,,Done
Verify the address 2 field is accepting special characters or not,RN-90,10146,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:24 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-89,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000vb:,,RN Sprint 1,,,,,,,,Done
Verify the address 2 field is accepting alphanumeric character or not,RN-89,10145,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:21 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-88,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000v3:,,RN Sprint 1,,,,,,,,Done
Verify the address 2 field is enable or not.,RN-88,10144,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:20 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-86,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000uv:,,RN Sprint 1,,,,,,,,Done
Verify that address 1 field is having 3 - 120 characters.,RN-87,10143,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:16 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-86,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000un:,,RN Sprint 1,,,,,,,,Done
Verify that address 1 field with spaces,RN-86,10142,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:13 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-85,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000uf:,,RN Sprint 1,,,,,,,,Done
Verify that proper error message is coming when the address 1 input field is blank,RN-85,10141,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:07 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-84,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000u7:,,RN Sprint 1,,,,,,,,Done
Verify the address 1 field with special characters,RN-84,10140,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 2:02 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-83,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000tz:,,RN Sprint 1,,,,,,,,Done
Verify the address 1 field with alphanumeric characters,RN-83,10139,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 1:59 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-82,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000tr:,,RN Sprint 1,,,,,,,,Done
Verify the address 1 field with null value,RN-82,10138,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 1:58 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-81,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000tj:,,RN Sprint 1,,,,,,,,Done
Verify the address 1 field is enable or not.,RN-81,10137,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 1:56 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-80,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000tb:,,RN Sprint 1,,,,,,,,Done
Verify the website field is having proper url.,RN-80,10136,Test,Blocked,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 1:49 PM,08/Sep/21 1:31 PM,08/Sep/21 1:31 PM,,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-79,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000t3:,,RN Sprint 1,,,,,,,,In Progress
Verify the website field is enable or not,RN-79,10135,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,04/Sep/21 1:46 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-78,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000sv:,,RN Sprint 1,,,,,,,,Done
Verify the company field is enable or not,RN-78,10134,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 7:12 PM,07/Sep/21 3:52 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-77,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000sn:,,RN Sprint 1,,,,,,,,Done
Verify the company field with special characters.,RN-77,10133,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 7:05 PM,07/Sep/21 3:53 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-76,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000sj:,,RN Sprint 1,,,,,,,,Done
Verify the company field with alphanumeric value,RN-76,10132,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 7:00 PM,07/Sep/21 3:55 PM,09/Sep/21 5:08 AM,07/Sep/21 3:50 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,,RN-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000sh:,,RN Sprint 1,,,,,,,,Done
"As an admin, I want to add the affiliates address of a new user ",RN-75,10131,Story,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 6:57 PM,07/Sep/21 3:55 PM,09/Sep/21 5:08 AM,07/Sep/21 3:52 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,,RN-103,RN-104,RN-105,RN-106,RN-107,RN-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000sg:,,RN Sprint 1,,,,,,,,Done
Verify the Status dropdown field is not left blank,RN-74,10130,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 5:12 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000sf:,,RN Sprint 1,,,,,,,,Done
Verify the Status dropdown field options are clickable or not,RN-73,10129,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 5:10 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000s7:,,RN Sprint 1,,,,,,,,Done
Verify the Status dropdown field is clickable or not,RN-72,10128,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 5:08 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000rz:,,RN Sprint 1,,,,,,,,Done
Verify the Confirm Password field value is not taking any null value,RN-71,10127,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 5:06 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000rr:,,RN Sprint 1,,,,,,,,Done
Verify the Confirm Password field value is matching with the Password field,RN-70,10126,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 5:03 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000rj:,,RN Sprint 1,,,,,,,,Done
Verify the Confirm Password field is accepting special characters.,RN-69,10125,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 5:02 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000rb:,,RN Sprint 1,,,,,,,,Done
Verify the Confirm Password field is accepting alphanumeric characters.,RN-68,10124,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 5:00 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000r3:,,RN Sprint 1,,,,,,,,Done
Verify the Confirm Password field is enable or not,RN-67,10123,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 4:57 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000qv:,,RN Sprint 1,,,,,,,,Done
Verify the Password field with blank space in the password field,RN-66,10122,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 4:18 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000qn:,,RN Sprint 1,,,,,,,,Done
Verify the Password length within 4 to 20 characters,RN-65,10121,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 4:14 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000qf:,,RN Sprint 1,,,,,,,,Done
Verify the Password field with special characters,RN-64,10120,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 4:12 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000q7:,,RN Sprint 1,,,,,,,,Done
Verify the Password field with alphanumeric value,RN-63,10119,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 4:08 PM,07/Sep/21 3:30 PM,09/Sep/21 5:08 AM,07/Sep/21 3:30 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000pz:,,RN Sprint 1,,,,,,,,Done
Verify the Password field with null value,RN-62,10118,Test,Done,RN,RETAIL NEW,software,Ananya Ghosal,612ef794b7859000710af1c5,,Medium,Done,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,Ananya Ghosal,612ef794b7859000710af1c5,03/Sep/21 3:59 PM,07/Sep/21 3:29 PM,09/Sep/21 5:08 AM,07/Sep/21 3:29 PM,,0,,,Ananya Ghosal,612ef794b7859000710af1c5,,,,,,,,,,,RN-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000pr:,,RN Sprint 1,,,,,,,,Done
